# RLC
{'R_sense': 10, 'R_circuit': 10, 'C': 4.7e-07, 'L': 0.000221, 'Vpk': 0.6}
6.658623e+03,1.055363e-02,5.998814e-05,-1.018766e+00,7.367566e-03
6.798468e+03,1.077231e-02,7.924620e-05,-1.006589e+00,7.023746e-03
6.941251e+03,1.098406e-02,7.620483e-05,-9.956634e-01,8.163598e-03
7.087032e+03,1.120643e-02,9.090136e-05,-9.829590e-01,9.858440e-03
7.235875e+03,1.143833e-02,1.306013e-04,-9.704710e-01,8.127997e-03
7.387844e+03,1.166037e-02,1.331804e-04,-9.582961e-01,1.027397e-02
7.543004e+03,1.190303e-02,1.287676e-04,-9.449447e-01,1.151764e-02
7.701424e+03,1.218176e-02,1.364788e-04,-9.307238e-01,1.058723e-02
7.863170e+03,1.241047e-02,1.439866e-04,-9.176303e-01,1.263907e-02
8.028313e+03,1.262638e-02,7.339884e-05,-8.897888e-01,1.885274e-03
8.196925e+03,1.295375e-02,1.123526e-04,-8.779593e-01,4.506951e-03
8.369078e+03,1.314721e-02,1.386137e-04,-8.745171e-01,9.224615e-03
8.544847e+03,1.338320e-02,1.206953e-04,-8.577050e-01,9.902351e-03
8.724307e+03,1.366314e-02,1.238254e-04,-8.415952e-01,1.232352e-02
8.907536e+03,1.392978e-02,1.216254e-04,-8.253590e-01,8.308366e-03
9.094614e+03,1.420313e-02,1.600459e-04,-8.076642e-01,7.350669e-03
9.285620e+03,1.450479e-02,1.040236e-04,-7.899649e-01,7.205889e-03
9.480638e+03,1.479072e-02,1.081794e-04,-7.728680e-01,9.074486e-03
9.679752e+03,1.505489e-02,8.732567e-05,-7.521089e-01,5.895252e-03
9.883047e+03,1.534405e-02,1.246793e-04,-7.324241e-01,4.827142e-03
1.009061e+04,1.564539e-02,7.092357e-05,-7.114435e-01,6.171776e-03
1.030254e+04,1.594641e-02,7.460576e-05,-6.906073e-01,3.934537e-03
1.051891e+04,1.622652e-02,6.935928e-05,-6.688593e-01,4.634028e-03
1.073983e+04,1.651148e-02,7.652202e-05,-6.455262e-01,3.964838e-03
1.096539e+04,1.679095e-02,5.598803e-05,-6.225719e-01,3.267136e-03
1.119569e+04,1.710363e-02,4.392180e-05,-5.985266e-01,2.920561e-03
1.143082e+04,1.736568e-02,3.881165e-05,-5.733307e-01,2.146219e-03
1.167089e+04,1.766859e-02,3.201280e-05,-5.472239e-01,1.777561e-03
1.191601e+04,1.792628e-02,6.323921e-05,-5.226580e-01,4.439772e-03
1.216627e+04,1.828456e-02,2.436814e-05,-4.931485e-01,3.946978e-03
1.242179e+04,1.844944e-02,7.508687e-05,-4.644261e-01,3.681219e-03
1.268267e+04,1.870194e-02,1.281486e-04,-4.358956e-01,1.961457e-03
1.294903e+04,1.893581e-02,8.011846e-05,-4.067972e-01,3.997829e-03
1.322099e+04,1.915158e-02,1.452457e-04,-3.754645e-01,2.302469e-03
1.349866e+04,1.940389e-02,7.464807e-05,-3.454281e-01,4.450030e-03
1.378216e+04,1.957702e-02,1.068578e-04,-3.132844e-01,3.185769e-03
1.407162e+04,1.978652e-02,1.054698e-04,-2.815128e-01,6.665929e-03
1.436715e+04,1.993813e-02,2.511406e-04,-2.481656e-01,5.203529e-03
1.466889e+04,2.009143e-02,1.709477e-04,-2.137999e-01,5.135947e-03
